token_index,token_id,token_text,pretty_token,logprob,prob
0,220, ,·,-0.12821345031261444,0.8796655942079002
1,19706, intro,·intro,-8.251533508300781,0.00026085822217247106
2,305, h,·h,-0.01382607314735651,0.9862690680209963
3,198,"
",↵,-0.05796460062265396,0.9436833526486288
4,220, ,·,-0.022456515580415726,0.9777937550628093
5,4734, exact,·exact,-3.97212815284729,0.018833310293599668
6,42005, ⟨,·⟨,-1.4226601123809814,0.24107188489832626
7,71,h,h,-0.326349675655365,0.7215528338532776
8,9517,.right,.right,-4.493666172027588,0.011179582314367102
9,11,",",",",-0.0016335012624040246,0.9983678321746272
10,305, h,·h,-0.0005146132898516953,0.9994855191008564
11,8272,.left,.left,-0.00023255027190316468,0.9997674767658155
12,39609,⟩,⟩,-6.007967749610543e-05,0.9999399221272516
13,198,"
",↵,-0.10746462643146515,0.8981082911841024
