token_index,token_id,token_text,pretty_token,logprob,prob
0,220, ,·,-0.12821492552757263,0.8796642965130146
1,4692, constructor,·constructor,-0.3865238428115845,0.6794145260289864
2,198,"
",↵,-0.009756971150636673,0.9902904736611126
3,220, ,·,-0.009297054260969162,0.9907460297265603
4,9592, ·,··,-0.028144855052232742,0.9722475216348966
5,19706, intro,·intro,-5.786324977874756,0.0030692410041291184
6,305, h,·h,-0.012685204856097698,0.9873949132257835
7,198,"
",↵,-0.038635578006505966,0.9621012561266733
8,262,   ,···,-0.004567072726786137,0.995443340491187
9,4734, exact,·exact,-3.2302772998809814,0.039546531019443575
10,42005, ⟨,·⟨,-1.0121454000473022,0.36343842175929797
11,1694,by,by,-5.0676445960998535,0.006297235218599721
12,24335, assumption,·assumption,-5.331192493438721,0.0048382969334061065
13,11,",",",",-0.0026913394685834646,0.9973122789386355
14,553, by,·by,-0.000678190088365227,0.9993220398305536
15,24335, assumption,·assumption,-0.0007757514831610024,0.9992245493342292
16,39609,⟩,⟩,-0.0005654881824739277,0.9994346716758342
17,198,"
",↵,-0.010623450390994549,0.989432779164661
18,220, ,·,-0.1470004916191101,0.8632935530046069
19,9592, ·,··,-0.0010383696062490344,0.998962169312922
20,19706, intro,·intro,-0.13344183564186096,0.875078365868882
21,305, h,·h,-0.000321336614433676,0.9996787150086466
22,198,"
",↵,-0.004660102538764477,0.9953507388918075
23,262,   ,···,-0.0012966329231858253,0.9987042073420718
24,4734, exact,·exact,-0.09105220437049866,0.9129700486285144
25,42005, ⟨,·⟨,-0.0020300988107919693,0.9979719604460648
26,1694,by,by,-0.0008279233006760478,0.9991724193332552
27,24335, assumption,·assumption,-0.005762867629528046,0.9942537058399427
28,11,",",",",-2.682172998902388e-05,0.9999731786297104
29,553, by,·by,-2.2053474822314456e-05,0.9999779467683537
30,24335, assumption,·assumption,-4.672895011026412e-05,0.9999532721416701
31,39609,⟩,⟩,-0.0043854969553649426,0.9956241052944004
32,198,"
",↵,-0.18389242887496948,0.8320253009106072
