token_index,token_id,token_text,pretty_token,logprob,prob
0,220, ,·,-0.1064748764038086,0.8989976339310443
1,25160, rw,·rw,-0.7248350381851196,0.4844044706054279
2,498, [,·[,-0.032486915588378906,0.9680351159183621
3,71,h,h,-0.25445735454559326,0.7753371169894248
4,60,],],-0.10154175013303757,0.9034434596701924
5,506, at,·at,-4.140923500061035,0.0159081535380065
6,304, h,·h,-2.0359044075012207,0.13056234752451848
7,198,"
",↵,-0.34374698996543884,0.7091083168747274
8,220, ,·,-0.005735725164413452,0.9942806927027118
9,4581, exact,·exact,-1.087454915046692,0.3370732830843122
10,304, h,·h,-0.3610299527645111,0.6969581223317131
11,198,"
",↵,-3.0014805793762207,0.04971340920381136
