token_index,token_id,token_text,pretty_token,logprob,prob
0,220, ,·,-0.12821650505065918,0.8796629070640473
1,45364, refine,·refine,-9.338351249694824,8.798438083991938e-05
2,358, I,·I,-3.239804983139038,0.03917153346365306
3,542,ff,ff,-0.00135996809694916,0.9986409562405926
4,90391,.intro,.intro,-3.569350004196167,0.02817416081618183
5,937, ?,·?,-0.32253578305244446,0.7243100133200046
6,69,f,f,-10.99799919128418,1.6735151151483824e-05
7,937, ?,·?,-0.44336095452308655,0.6418754774115438
8,70,g,g,-4.270103454589844,0.013980336748516788
9,198,"
",↵,-0.055854879319667816,0.9456763631300917
10,220, ,·,-0.11664304882287979,0.8899027883248709
11,9592, ·,··,-0.04066493362188339,0.9601507903037572
12,19706, intro,·intro,-4.703092575073242,0.00906719272335438
13,305, h,·h,-0.028815465047955513,0.9715957412982024
14,198,"
",↵,-0.04714435711503029,0.9539496782267924
15,262,   ,···,-0.002837443258613348,0.9971665784787931
16,614, have,·have,-3.579375982284546,0.027893098613290142
17,264, a,·a,-9.609918594360352,6.706028316586308e-05
18,549, :,·:,-0.15284721553325653,0.8582608407195487
19,393, P,·P,-0.012585384771227837,0.9874934799892113
20,1669, :=,·:=,-0.16251927614212036,0.8499997053523575
21,305, h,·h,-0.044190455228090286,0.9567717179435907
22,13,.,.,-0.006816467270255089,0.9932067121456215
23,16,1,1,-0.00010096516780322418,0.9998990399290077
24,198,"
",↵,-0.0020990974735468626,0.9979031040908527
25,262,   ,···,-9.989239333663136e-05,0.9999001125957424
26,614, have,·have,-0.0002249226236017421,0.9997751026695952
27,293, b,·b,-0.0002320735511602834,0.9997679533758232
28,549, :,·:,-1.3351351299206726e-05,0.9999866487378297
29,1207, Q,·Q,-1.597391747054644e-05,0.9999840262101118
30,1669, :=,·:=,-3.683499380713329e-05,0.9999631656845929
31,305, h,·h,-0.00012230125139467418,0.9998777062270985
32,13,.,.,-5.2689116273541003e-05,0.9999473122717736
33,17,2,2,-2.7418097943154862e-06,0.9999972581939645
34,198,"
",↵,-0.0015186455566436052,0.9984825070020033
35,262,   ,···,-0.000592890428379178,0.9994072852964206
36,614, have,·have,-5.7799224853515625,0.0030889548382053078
37,259, t,·t,-5.708751678466797,0.0033168104075243115
38,549, :,·:,-0.17992639541625977,0.8353316933901436
39,3007, True,·True,-7.301117420196533,0.0006747843361141348
40,1669, :=,·:=,-0.054341528564691544,0.9471085866231066
41,3007, True,·True,-2.4664535522460938,0.08488536733837833
42,90391,.intro,.intro,-1.4416314363479614,0.23654154125500365
43,198,"
",↵,-0.041971199214458466,0.9588973971730851
44,262,   ,···,-0.005995029583573341,0.9940229047494309
45,614, have,·have,-3.643228530883789,0.026167724134793863
46,2804, q,·q,-6.550712585449219,0.0014290968817462254
47,549, :,·:,-0.31242474913597107,0.7316706857263663
48,1207, Q,·Q,-0.10117992758750916,0.903770405027045
49,1669, :=,·:=,-2.0651955604553223,0.12679349235020282
50,553, by,·by,-1.5314388275146484,0.21622433387124415
51,4734, exact,·exact,-3.226658821105957,0.039689888514169644
52,293, b,·b,-0.16986383497714996,0.8437797020569264
53,198,"
",↵,-0.023982664570212364,0.9763026342369796
54,262,   ,···,-0.0007962394156493247,0.9992040774988353
55,614, have,·have,-0.3671434819698334,0.6927102464829225
56,281, p,·p,-0.0034520579501986504,0.9965538935515679
57,549, :,·:,-0.002286202972754836,0.9977164083988406
58,393, P,·P,-0.0007864719373174012,0.9992138372506755
59,1669, :=,·:=,-0.0018837579991668463,0.9981180151593576
60,553, by,·by,-0.07241584360599518,0.9301440209332988
61,4734, exact,·exact,-0.0007727735792286694,0.9992275249333745
62,264, a,·a,-0.00014256415306590497,0.9998574460087201
63,198,"
",↵,-0.004060358740389347,0.9959478733706174
64,262,   ,···,-0.0025737513788044453,0.9974295578795972
65,614, have,·have,-3.840606927871704,0.021480560237276514
66,435, r,·r,-2.210134983062744,0.10968584178534113
67,549, :,·:,-0.054856352508068085,0.946621117936778
68,1207, Q,·Q,-1.2732980251312256,0.27990695765300205
69,73978, ∧,·∧,-0.007643736898899078,0.9923854021669389
70,393, P,·P,-0.0018353299237787724,0.9981663532642931
71,1669, :=,·:=,-0.0037327392492443323,0.9962742187617345
72,553, by,·by,-1.4346518516540527,0.2381982779171449
73,4734, exact,·exact,-1.9782688617706299,0.13830846125101276
74,1597, And,·And,-4.429082870483398,0.011925421815272803
75,90391,.intro,.intro,-0.0006840273272246122,0.9993162065661347
76,2804, q,·q,-0.262302964925766,0.7692779241696772
77,281, p,·p,-0.0011978124966844916,0.998802904594362
78,198,"
",↵,-0.0038291718810796738,0.9961781500489435
79,262,   ,···,-0.0017559599364176393,0.9982455808592411
80,4734, exact,·exact,-0.8096944093704224,0.44499403145326294
81,435, r,·r,-0.07197698950767517,0.9305523080315937
82,198,"
",↵,-0.44728559255599976,0.6393612853744743
83,220, ,·,-0.27989661693573,0.755861880733912
84,9592, ·,··,-0.00031287543242797256,0.999687173507986
85,19706, intro,·intro,-0.05720485374331474,0.944400585554119
86,305, h,·h,-0.0009610801353119314,0.9990393815542826
87,198,"
",↵,-0.0019440815085545182,0.9980578069939023
88,262,   ,···,-0.0008199429139494896,0.9991803931473849
89,614, have,·have,-0.0068647731095552444,0.9931587356205752
90,264, a,·a,-0.2951239347457886,0.744439319850585
91,549, :,·:,-6.818538531661034e-05,0.9999318169392539
92,1207, Q,·Q,-0.34673944115638733,0.7069895166316523
93,1669, :=,·:=,-8.892617915989831e-05,0.9999110777746556
94,305, h,·h,-0.002185577293857932,0.997816809341154
95,13,.,.,-1.4662635294371285e-05,0.9999853374722015
96,16,1,1,-0.0007117837085388601,0.9992884695493932
97,198,"
",↵,-6.949660019017756e-05,0.9999305058146426
98,262,   ,···,-1.2516897186287679e-05,0.9999874831811497
99,614, have,·have,-2.658331868587993e-05,0.9999734170346474
100,293, b,·b,-6.23445157543756e-05,0.9999376574276245
101,549, :,·:,-1.537788011773955e-05,0.9999846222381212
102,393, P,·P,-2.3841855067985307e-07,0.9999997615814777
103,1669, :=,·:=,-1.3351351299206726e-05,0.9999866487378297
104,305, h,·h,-0.00020656836568377912,0.9997934529680921
105,13,.,.,-1.8596476365928538e-05,0.9999814036965474
106,17,2,2,-5.483612312673358e-06,0.9999945164027223
107,198,"
",↵,-0.00013660451804753393,0.9998634048119248
108,262,   ,···,-6.09140915912576e-05,0.9999390877636344
109,614, have,·have,-0.001520311925560236,0.9984808431631761
110,435, r,·r,-4.237768173217773,0.014439783001637925
111,549, :,·:,-0.00239205127581954,0.9976108073990136
112,393, P,·P,-1.3291983604431152,0.2646893617370703
113,73978, ∧,·∧,-0.0016624213894829154,0.9983389596675496
114,1207, Q,·Q,-0.0005776405450887978,0.999422526257092
115,1669, :=,·:=,-0.00020001317898277193,0.9998000068223196
116,553, by,·by,-0.005964101292192936,0.9940536486548935
117,4734, exact,·exact,-0.03211572393774986,0.9683945091686671
118,1597, And,·And,-0.0012654400197789073,0.9987353603118168
119,90391,.intro,.intro,-1.168244216387393e-05,0.9999883176260755
120,264, a,·a,-5.373178482055664,0.004639361722298473
121,293, b,·b,-7.021180499577895e-05,0.9999297906597954
122,198,"
",↵,-0.0011693552369251847,0.9988313281924933
123,262,   ,···,-0.00011634149996098131,0.9998836652674489
124,4734, exact,·exact,-0.14616860449314117,0.8640120145953237
125,435, r,·r,-0.000732868502382189,0.9992673999801472
126,198,"
",↵,-0.21229881048202515,0.808723006546982
