token_index,token_id,token_text,pretty_token,logprob,prob
0,220, ,·,-0.12821650505065918,0.8796629070640473
1,3796, apply,·apply,-1.752594232559204,0.17332371767608928
2,358, I,·I,-0.36135002970695496,0.696735077804515
3,542,ff,ff,-2.8967437174287625e-05,0.9999710329823779
4,90391,.intro,.intro,-0.17446140944957733,0.8399092661646956
5,198,"
",↵,-0.0562739335000515,0.9452801565186485
6,220, ,·,-0.034958355128765106,0.9656456296081243
7,9592, ·,··,-0.11052044481039047,0.8953680243728692
8,19706, intro,·intro,-4.895132541656494,0.007482917359906124
9,305, h,·h,-0.003615867579355836,0.9963906617976616
10,198,"
",↵,-0.03455445542931557,0.9660357323635874
11,262,   ,···,-0.003929988481104374,0.9960777238172374
12,10192, rc,·rc,-1.6066136360168457,0.2005656536886411
13,2264,ases,ases,-9.536697689327411e-06,0.9999904633477849
14,305, h,·h,-6.103329360485077e-05,0.9999389685688888
15,448, with,·with,-0.0001481661747675389,0.9998518448012981
16,42005, ⟨,·⟨,-1.537788011773955e-05,0.9999846222381212
17,21197,hp,hp,-4.675326347351074,0.00932248227384454
18,11,",",",",-0.05010101571679115,0.9511333402316576
19,305, h,·h,-0.010389292612671852,0.98966448967338
20,80,q,q,-1.4424220353248529e-05,0.9999855758836753
21,39609,⟩,⟩,-9.536738616588991e-07,0.9999990463265931
22,198,"
",↵,-0.0026144154835492373,0.9973889991242284
23,262,   ,···,-0.0017158560222014785,0.9982856152171444
24,4734, exact,·exact,-0.5255821943283081,0.5912110644232628
25,42005, ⟨,·⟨,-0.0008855711785145104,0.9991148208239177
26,81899,hq,hq,-1.2993727978027891e-05,0.9999870063564401
27,11,",",",",-3.4450891689630225e-05,0.9999655497017356
28,20630, hp,·hp,-1.5497195136049413e-06,0.9999984502816872
29,39609,⟩,⟩,-1.0251946150674485e-05,0.9999897481064004
30,198,"
",↵,-0.0011686407960951328,0.9988320417986314
31,220, ,·,-0.046287793666124344,0.9547671467100873
32,9592, ·,··,-0.0005931286723352969,0.9994070471937035
33,19706, intro,·intro,-0.011756539344787598,0.9883122987339494
34,305, h,·h,-0.001814387273043394,0.9981872577325022
35,198,"
",↵,-0.0015675650211051106,0.9984336629672083
36,262,   ,···,-0.00017283852503169328,0.9998271764106856
37,10192, rc,·rc,-0.00010775939153973013,0.999892246414295
38,2264,ases,ases,-8.344646857949556e-07,0.9999991655356624
39,305, h,·h,-1.549708758830093e-05,0.999984503032491
40,448, with,·with,-1.3828182090946939e-05,0.9999861719135179
41,42005, ⟨,·⟨,-2.7418097943154862e-06,0.9999972581939645
42,81899,hq,hq,-2.089996814727783,0.12368752979527957
43,11,",",",",-0.0003526780928950757,0.9996473840907131
44,20630, hp,·hp,-2.3841830625315197e-06,0.9999976158197796
45,39609,⟩,⟩,-0.00023457636416424066,0.9997654511467199
46,198,"
",↵,-0.0003507714136503637,0.9996492900994494
47,262,   ,···,-0.00016604475968051702,0.9998339690249877
48,4734, exact,·exact,-0.0005018643569201231,0.9994982615559317
49,42005, ⟨,·⟨,-2.312633478140924e-05,0.9999768739326302
50,21197,hp,hp,-0.004550577607005835,0.9954597605837482
51,11,",",",",-5.483612312673358e-06,0.9999945164027223
52,305, h,·h,-0.0003861635341309011,0.9996139110174099
53,80,q,q,-1.1920928244535389e-07,0.9999998807907247
54,39609,⟩,⟩,-0.0002307625545654446,0.9997692640690649
55,198,"
",↵,-0.1595008224248886,0.8525692662219512
